,Unnamed: 0,ra_1,dec_1,TYPE,g,r,z,w1,w2,rg_EXP,rg_DEV,fluxg,fluxr,fluxz,fluxw1,fluxw2,shapeexp_e1,shapeexp_e2,shapedev_e1,shapedev_e2,col1,ra_2,dec_2,redshift,weight,mass_stellar,Separation
44895,44902,19.88950857,14.87830697,DEV,19.7104895,18.73695823,18.05084847,18.67603522,19.59015348,0,1.471572,13.055821,32.004917,60.20889,33.852123,14.586081,0,0,-0.21974123,-0.012430515,722786,19.88949,14.87829,0.12805,1,10.13643,0.088929874
45605,45612,20.0779678,29.98071789,DEV,20.10305264,19.25344941,18.60488617,18.47334921,18.80460363,0,3.097577,9.094502,19.889334,36.144775,40.800014,30.07174,0,0,-0.38789538,0.27389443,758581,20.07815,29.98076,0.22665,1,10.15087,0.58801762
46404,46411,20.4063511,-5.312412877,DEV,20.0783291,19.31945471,18.66371636,17.89739831,18.01500184,0,1.9575986,9.303971,18.716219,34.2384,69.349075,62.229923,0,0,0.33331907,-0.18082595,822016,20.40635,-5.31243,0.53385,1,11.92429,0.06176982
46576,46583,20.34229669,22.47243507,DEV,20.13170654,19.07732974,18.10533001,16.99542983,17.85903178,0,5.8074574,8.857627,23.39204,57.262196,159.15785,71.84347,0,0,-0.2472601,-0.28509545,731123,20.34222,22.47243,0.6727,1,11.67227,0.255771248
46728,46735,20.62363214,15.20785542,DEV,20.07815283,18.73712208,18.02492222,17.94167346,18.28048603,0,1.103785,9.305482,32.000088,61.663918,66.57798,48.73103,0,0,0.09987349,0.010868958,723767,20.62374,15.20807,0.2351,1,11.01081,0.85857906
47255,47262,20.78786768,19.20540449,DEV,19.64571231,18.344172,17.37411992,16.95436084,17.50909267,0,3.1700077,13.858463,45.954834,112.29283,165.29346,99.16603,0,0,-0.17163503,-0.10260838,729979,20.78788,19.20539,0.36104,1,11.62402,0.066907844
47276,47283,20.61040581,22.63654483,DEV,20.13855376,18.78035427,17.85221631,17.26868913,17.76154937,0,4.367427,8.801942,30.750933,72.29587,123.74406,78.59235,0,0,0.00815872,0.04133069,732548,20.61043,22.63658,0.51,1,11.71074,0.14996999
47331,47338,20.68700592,33.1329886,DEV,20.17576257,18.5350507,17.55064248,16.89288211,17.4295171,0,2.553799,8.505404,38.546036,95.442764,174.9231,106.70706,0,0,-0.23675,-0.17174986,758642,20.687,33.13299,0.44943,1,12.03332,0.01854287
47332,47339,20.66912876,33.13979149,DEV,19.86414059,18.03827449,17.04472256,16.29798799,16.82557234,0,4.9579625,11.332971,60.910225,152.09361,302.55533,186.11058,0,0,0.07836184,-0.14368854,758641,20.66914,33.13975,0.44988,1,12.0529,0.153140553
47427,47434,20.79973686,3.122561656,DEV,19.82659675,18.32734573,17.60971856,18.18850775,18.76254571,0,3.214991,11.7317095,46.67257,90.388374,53.039192,31.259478,0,0,0.1292377,0.03382009,681899,20.79978,3.12256,0.12236,1,10.09168,0.155194303
47449,47456,20.81272677,12.35900219,DEV,20.1370797,18.85324462,18.13518036,18.08249428,18.51242929,0,0.8480936,8.8139,28.754257,55.70932,58.479317,39.35757,0,0,-0.03317466,-0.07010339,675477,20.81275,12.359,0.21594,1,10.94511,0.082062928
47756,47763,20.86260914,14.27966086,DEV,20.12177915,18.92418628,18.00302588,17.23740078,17.74988269,0,4.845356,8.938988,26.935528,62.920135,127.361946,79.44141,0,0,-0.09131518,-0.17187311,723233,20.86267,14.27964,0.57332,1,11.31661,0.225224296
47875,47882,20.96797396,8.27613595,DEV,20.16911218,18.6941376,17.66109206,17.04376813,17.59731489,0,6.2147264,8.557662,33.29239,86.2111,152.22737,91.42691,0,0,0.034760088,-0.10070578,648307,20.96803,8.27611,0.51522,1,11.72511,0.220423186
47994,48001,20.99152884,32.24698449,DEV,20.13031705,18.50094783,17.55236655,16.92119336,17.39290314,0,5.0757318,8.86897,39.775978,95.29133,170.42082,110.366875,0,0,0.17027621,0.3519137,758485,20.9915,32.24697,0.45456,1,11.80666,0.102139063
48105,48112,21.20030165,2.122628165,DEV,19.60845599,17.91772016,16.88793682,16.27730532,16.82917692,0,9.440474,14.34226,68.06313,175.72165,308.37408,185.49373,0,0,-0.18645875,0.040975653,658044,21.20032,2.12264,0.47463,2,11.98282,0.07857122
48780,48787,21.42636735,-6.578424184,DEV,20.12159904,18.23183138,17.19812084,16.45133148,16.99371907,0,4.63673,8.940471,50.964462,132.05403,262.70444,159.40883,0,0,0.09130545,0.032945424,830885,21.42637,-6.57842,0.45027,1,12.33608,0.017793663
49083,49090,21.56661866,14.89361734,DEV,19.0579049,17.96105687,17.34522693,18.2426759,18.81983484,0,7.9018493,23.814312,65.399925,115.32122,50.457954,29.652824,0,0,-0.048430085,-0.0706122,723038,21.56662,14.89363,0.24705,1,10.4231,0.045825319
49152,49159,21.43990846,30.49735516,DEV,19.95216451,18.64748855,17.59656913,17.0385414,17.30672484,0,4.6561823,10.450431,34.753983,91.48973,152.96196,119.484085,0,0,-0.2705485,0.2912631,806471,21.43984,30.49728,0.20134,1,11.01606,0.343952536
49464,49472,21.57320965,32.32214193,DEV,20.14494058,18.66819937,17.69571913,17.0738374,17.44189005,0,6.201074,8.750317,34.09732,83.504974,148.0693,105.49794,0,0,0.006473067,-0.00074634,758339,21.57317,32.32218,0.49866,1,11.69938,0.182582837
49526,49534,21.73436715,6.633193369,DEV,20.14352827,18.9779486,17.84685632,16.8904557,17.43414694,0,5.4506464,8.761706,25.634247,72.653656,175.31445,106.253006,0,0,-0.23498894,0.13717756,647214,21.73434,6.63315,0.60134,1,11.94715,0.183857195
49578,49586,21.80352677,16.18382282,DEV,20.01597921,18.16064342,17.13881414,16.43721784,16.95801719,0,6.3671303,9.853904,54.418007,139.46793,266.14166,164.73775,0,0,0.123843215,-0.28298637,727157,21.80355,16.18376,0.46303,1,12.03827,0.23999971
50255,50263,22.09831571,14.68704553,DEV,20.14300108,18.28924726,17.23149047,16.3845927,16.9175695,0,7.3890934,8.765962,48.339382,128.05714,279.35916,170.99059,0,0,-0.059809837,0.3970643,722891,22.09837,14.68711,0.46474,1,12.11774,0.299361554
50421,50429,22.19814146,-5.02488775,DEV,19.9022561,18.68138608,17.7527065,17.40786356,18.11072726,0,3.7087932,10.942021,33.6857,79.23506,108.85655,56.97825,0,0,0.13655926,0.20911244,824464,22.19811,-5.02496,0.50408,1,11.85218,0.283518953
50613,50621,22.31599296,29.34882641,DEV,19.31863402,18.07645584,17.00697428,16.66098257,16.98528285,0,3.306475,18.730371,58.80546,157.47452,216.57433,160.65227,0,0,0.10014306,0.10931412,812198,22.31598,29.34879,0.09839,1,10.49393,0.1372566
50708,50716,22.14133162,6.588783271,DEV,20.19987331,18.39303137,17.378835,16.66343412,17.18971589,0,3.890937,8.318608,43.932655,111.80623,216.08586,133.08026,0,0,-0.12050368,0.021615313,647226,22.14134,6.58879,0.45777,1,12.00744,0.038524864
51761,51769,22.61698922,15.82381692,DEV,18.75683745,17.82572126,17.13687169,17.02846174,17.30234555,0,4.616999,31.424257,74.081795,139.71767,154.38863,119.966995,0,0,0.15702906,0.46658403,726968,22.61693,15.82368,0.17452,1,10.4359,0.533890149
51764,51772,22.60159006,17.51763255,DEV,19.38587043,18.07130993,17.00943043,16.63372473,17.53404497,0,8.842592,17.60564,59.084835,157.11868,222.08034,96.912994,0,0,0.010530991,0.033867642,727824,22.6016,17.51758,0.55482,1,11.83423,0.192248928
52236,52244,22.94015118,20.72247352,DEV,20.13705868,18.63880062,17.6828447,17.15214627,17.4646446,0,3.5789502,8.814071,35.033195,84.50105,137.76582,103.30995,0,0,-0.15250684,0.3982853,731969,22.94016,20.72248,0.32329,1,11.3923,0.037771504
52635,52643,22.93700388,18.59089138,DEV,19.98530074,18.54470518,17.54990258,17.25986302,17.63804449,0,3.1930919,10.136306,38.2048,95.50783,124.75409,88.060715,0,0,0.075384244,0.3795432,729794,22.93698,18.59088,0.22968,1,11.22316,0.091203194
52987,52995,23.30377466,-6.960598839,DEV,19.59459028,18.46450895,17.54061637,17.18865651,17.93248079,0,9.8512,14.526597,41.13357,96.3282,133.21017,67.14407,0,0,0.15400597,-0.21938144,830665,23.30382,-6.96056,0.55469,1,11.56635,0.2140152
53429,53438,23.44147556,4.353998042,DEV,19.67994657,18.29072103,17.35159417,17.20454347,17.62878548,0,6.8566875,13.42831,48.27381,114.646904,131.27518,88.814896,0,0,0.1717272,-0.23146893,667690,23.44145,4.35399,0.45069,1,11.46233,0.096213183
54496,54505,23.79136434,25.17002172,DEV,20.08569706,18.60534416,17.52207378,17.0153966,17.27137013,0,1.9236702,9.241047,36.12953,97.98746,156.25768,123.43887,0,0,-0.13161337,0.29144365,737929,23.7914,25.17006,0.20512,1,11.28528,0.180251344
55421,55430,24.16480097,24.24988128,DEV,20.07679827,18.22061592,17.17640603,16.38518199,16.89611987,0,4.034539,9.317099,51.493645,134.72171,279.20758,174.40224,0,0,-0.16245854,0.024194239,734588,24.16485,24.24991,0.45629,1,11.98593,0.191294175
55623,55632,24.33798164,16.72814957,DEV,20.01415006,18.48446931,17.54004596,16.59795427,17.11417614,0,3.794197,9.870519,40.384274,96.37882,229.51881,142.66898,0,0,0.20102853,-0.12223217,728971,24.33794,16.72818,0.47052,1,11.86404,0.180563147
56039,56048,24.55860587,20.15321158,DEV,20.16663568,18.96254361,18.01678446,17.48913875,17.99899871,0,4.194566,8.577204,26.000551,62.127834,101.00538,63.15395,0,0,-0.15475553,0.2422992,730733,24.55866,20.15324,0.5075,1,11.56931,0.209597296
56454,56463,24.82427495,7.068003042,DEV,20.07262735,18.21974511,17.00801957,16.15146019,16.75126956,0,7.061984,9.35296,51.53496,157.32298,346.27084,199.29306,0,0,-0.18531343,0.071865015,640226,24.82433,7.06799,0.53791,1,12.26957,0.202199006
56739,56748,24.92014998,11.99819694,DEV,20.15134234,19.23585743,18.49713588,18.198071,18.29924445,0,0.7694579,8.698874,20.214222,39.915874,52.57407,47.896328,0,0,-0.2230351,0.21624884,675533,24.92019,11.99821,0.19298,1,10.47413,0.148571314
56760,56769,24.73791641,16.03152548,DEV,20.07226009,18.53627771,17.76352211,17.43363805,17.91548749,0,1.2834693,9.356124,38.5025,78.44968,106.30282,68.20324,0,0,0.04675279,-0.077385746,727215,24.73789,16.03155,0.33419,1,11.51691,0.127047525
57615,57624,25.15620568,12.68902496,DEV,20.16510435,19.0865205,18.21743458,17.98733592,18.70657056,0,7.0903463,8.58931,23.194862,51.64475,63.835995,32.913326,0,0,0.042168394,0.22981535,679652,25.15618,12.68902,0.51225,1,11.5639,0.091952834
57719,57728,25.29058511,-0.744341644,DEV,20.19445302,18.59066222,17.67445868,17.4664493,17.89120063,0,4.335397,8.360241,36.621414,85.15625,103.138374,69.74607,0,0,0.20861635,0.21496925,628937,25.29058,-0.74437,0.4469,2,11.51127,0.103726548
57804,57813,25.4236806,1.557573642,DEV,19.90639124,18.07974878,17.04161639,16.35748373,16.91606374,0,5.5900426,10.900427,58.62738,152.52936,286.4221,171.22789,0,0,0.13372596,-0.27414533,656826,25.42371,1.55754,0.46868,3,11.90203,0.16080736
57838,57847,25.21449064,7.885970622,DEV,20.17255062,19.04002308,18.01258603,17.24108904,17.86720457,0,2.986518,8.530603,24.209776,62.36854,126.93003,71.3047,0,0,-0.056179743,0.11341658,640659,25.21454,7.886,0.62239,1,11.556,0.205341763
57930,57939,25.17067481,24.36405276,DEV,20.14183008,18.28623625,17.29744378,16.59697737,17.12098431,0,3.1519363,8.775421,48.473625,120.509834,229.72542,141.77716,0,0,-0.020348877,0.10875337,733452,25.17069,24.36406,0.42969,1,12.02569,0.05621425
57986,57995,25.47084664,-4.437602576,DEV,20.03558384,18.18454006,17.10162441,16.36911254,16.99418664,0,9.450145,9.677573,53.23337,144.32788,283.37073,159.3402,0,0,-0.22333066,-0.10427796,822816,25.47089,-4.43765,0.48738,1,12.16025,0.231018567
59857,59866,26.06906371,14.56815095,DEV,18.80548718,17.70074151,16.9649607,16.72445761,17.14959206,0,5.7310433,30.047277,83.11959,163.68758,204.27582,138.0903,0,0,-0.09322184,-0.20122324,723076,26.06913,14.56798,0.34617,1,11.44026,0.657342884
59880,59889,26.14543534,20.30934995,DEV,20.1682364,19.01679939,18.21721534,17.63396556,17.97680074,0,5.800159,8.564568,24.733196,51.655178,88.392166,64.45843,0,0,-0.053224847,-0.029318722,732004,26.14551,20.30931,0.5395,1,11.55438,0.290189433
60242,60251,26.27283838,7.138528767,DEV,19.63129118,18.81393399,17.99832375,17.46422101,17.89317574,0,4.7489805,14.043764,29.814423,63.193222,103.350266,69.61931,0,0,-0.028028738,-0.06089538,640260,26.27283,7.13855,0.49601,1,11.56261,0.08208684
60332,60341,26.44479571,27.72236164,DEV,20.17002426,18.29147339,17.19935453,16.37055346,16.89515441,0,2.5837595,8.550476,48.24037,131.90407,282.9949,174.55739,0,0,-0.053122044,0.020821592,799447,26.44482,27.72239,0.48812,1,12.24657,0.128126041
61271,61280,26.68033291,30.43070689,DEV,19.16328697,18.37043685,17.83273402,18.23990093,18.41108891,0,7.2113585,21.611515,44.856487,73.60484,50.587082,43.208027,0,0,-0.16591617,-0.21913634,807059,26.68039,30.43066,0.26436,1,9.89714,0.244751238
61557,61566,26.8974461,-4.743243903,DEV,19.93406578,18.97599139,18.19155153,17.34322802,17.76733988,0,2.2682323,10.626095,25.680498,52.89071,115.53373,78.17431,0,0,0.03253456,0.07355952,822462,26.89747,-4.74325,0.52313,1,11.82012,0.088517176
61693,61702,26.96583834,12.61717953,DEV,20.00221343,18.17496,17.14762749,16.08754055,16.47433516,0,4.542336,9.979634,53.70516,138.3404,367.2686,257.19702,0,0,-0.16800594,-0.14318053,679694,26.96584,12.61716,0.43921,1,11.98332,0.070560475
62200,62209,27.15628623,22.53936209,DEV,19.66527514,17.87891722,16.84113421,15.83112687,16.11809977,0,5.549243,13.610997,70.53962,183.46208,465.10312,357.07553,0,0,-0.27889416,-0.21605334,725883,27.15634,22.53934,0.47209,1,12.11332,0.195667158
62584,62593,27.36892285,-1.523072061,DEV,19.73692529,17.90005614,16.89792196,16.18134201,16.74025139,0,4.470877,12.741774,69.17952,174.113,336.87067,201.3258,0,0,0.13396558,-0.099178635,693509,27.36896,-1.52308,0.46113,2,12.34472,0.136712896
62948,62957,27.4841615,8.760855443,DEV,20.04265825,18.22778037,17.12087378,16.42558641,16.99343913,0,9.11526,9.614721,51.154972,141.7916,269.00815,159.44994,0,0,0.07136732,-0.34741396,673595,27.48418,8.76082,0.47607,1,11.98538,0.143578553
63315,63324,27.50395798,-1.428721068,DEV,19.73149846,18.99234354,18.36865876,18.07176896,18.06832462,0,1.4992852,12.80562,25.296625,44.930008,59.05986,59.247517,0,0,0.23727095,0.06117511,696248,27.50398,-1.42872,0.12811,1,9.96039,0.079356073
63623,63632,27.61366708,-4.779840891,DEV,20.04324857,18.78073011,17.84200392,17.23173876,17.35677915,0,3.3742576,9.609495,30.74029,72.97909,128.02786,114.10071,0,0,-0.2314183,0.34149927,822493,27.61367,-4.77983,0.28265,1,11.68727,0.040584392
63771,63780,27.69876481,12.42125555,DEV,19.72892585,18.35063861,17.3133001,16.80493318,17.15608997,0,5.7757363,12.835999,45.681942,118.76267,189.68227,137.26633,0,0,-0.20909195,-0.27624735,679733,27.6988,12.42126,0.22683,1,11.03452,0.124764519
65038,65047,28.3446923,18.44126245,DEV,20.18241623,18.42392874,17.43351284,16.68821723,17.22675132,0,2.6295292,8.453441,42.70006,106.31508,211.20934,128.61732,0,0,-0.1473657,0.10138694,730138,28.34472,18.44127,0.4773,1,12.12515,0.098434991
65041,65050,28.41031829,18.48365795,DEV,20.00549092,19.41085416,18.97045227,19.28626258,19.50783269,0,1.3719827,9.949554,17.205145,25.811848,19.29723,15.735006,0,0,0.05747193,-0.20979829,731650,28.41019,18.4836,0.16488,1,9.91453,0.485145971
65502,65511,28.48188944,4.228541588,DEV,18.9539262,18.12647842,17.52788308,17.75246608,18.18149614,0,2.1591282,26.207737,56.15761,97.46457,79.25261,53.382824,0,0,-0.057680413,0.09700785,667772,28.4819,4.22856,0.10138,1,10.4536,0.076357239
66395,66404,28.70900737,32.24030489,DEV,20.17174557,18.36624047,17.32588358,16.53976962,16.98661995,0,3.2539916,8.536931,45.030193,117.39418,242.15428,160.45454,0,0,0.06382041,0.119668804,777996,28.70902,32.24031,0.40031,1,12.01555,0.042650489
66461,66470,28.91233154,-2.46341025,DEV,20.1186753,18.30019443,17.33581908,16.65307143,17.20423382,0,4.3368587,8.964579,47.85444,116.324814,218.15814,131.31262,0,0,0.060568158,0.21213043,690771,28.91234,-2.46337,0.44263,1,12.0401,0.148063034
67313,67322,29.010627,10.7941527,DEV,19.82160857,18.77709885,18.11237953,18.30498935,18.76675611,0,1.4637568,11.785732,30.843273,56.891605,47.643566,31.13849,0,0,-0.34874514,-0.24331908,678557,29.01066,10.79417,0.15245,1,10.59162,0.132290641
67435,67444,29.11781735,31.82713437,DEV,20.1565461,18.61353387,17.5907959,16.93206983,17.3641439,0,3.7280858,8.657282,35.858032,91.97751,168.72214,113.32936,0,0,0.18454106,-0.1318415,777604,29.11782,31.82708,0.46773,1,11.56808,0.195891159
67873,67882,29.45412945,21.20199376,DEV,19.91449073,18.38690581,17.4716829,16.88008134,17.29148996,0,5.320355,10.819413,44.181217,102.64241,176.99763,121.172485,0,0,-0.004947639,0.09727625,732490,29.45411,21.202,0.32794,1,11.35121,0.069030609
67964,67973,29.42843783,-4.901751532,DEV,19.6730016,18.36327238,17.40298903,16.64836454,16.93072034,0,7.150609,13.514481,45.15346,109.346375,219.10596,168.93198,0,0,-0.4568143,-0.6240911,824640,29.42846,-4.90173,0.22303,1,11.05158,0.111057558
68471,68480,29.7635126,4.354017902,DEV,20.05911256,18.17022789,17.20435658,16.54703314,17.14713097,0,8.647156,9.470109,53.93974,131.29778,240.53969,138.40367,0,0,-0.11309995,-0.18637133,664170,29.76348,4.35405,0.43973,1,11.95439,0.164453636
70814,70826,30.67214057,28.88398558,DEV,20.10880663,18.58503096,17.51023373,16.61793672,17.15947996,0,7.4328194,9.0464325,36.811848,99.06187,225.33327,136.83841,0,0,0.43719783,-0.27034935,806584,30.67213,28.88398,0.49398,1,11.88477,0.038902449
71250,71263,30.87959169,22.43596793,DEV,19.73109352,18.14895593,17.09903182,16.64331995,17.06548125,0,3.8097177,12.810397,55.006958,144.67293,220.12634,149.21329,0,0,-0.2022216,0.07199253,726169,30.87961,22.43598,0.24028,1,11.69694,0.074817031
71540,71553,31.12703953,1.126979058,DEV,20.10515344,18.76892142,17.77312841,17.42613428,17.83947706,0,3.7575312,9.076922,31.076452,77.75864,107.04005,73.14913,0,0,-0.41794825,-0.13319333,635134,31.12707,1.12695,0.22746,1,10.89574,0.151552745
71542,71555,31.00034107,1.158655492,DEV,20.08087472,19.05835284,18.27718283,17.88418358,18.30475222,0,4.6908207,9.282183,23.80449,48.879513,70.198296,47.653973,0,0,-0.049328618,-0.6665636,635130,31.00031,1.15868,0.18166,1,10.29283,0.142430584
72282,72295,31.74337046,-1.331010667,DEV,20.18778487,18.44454656,17.25006535,16.28940153,16.88963349,0,5.405067,8.411744,41.89685,125.884964,304.95755,175.44727,0,0,0.33769518,-0.10822293,696307,31.74338,-1.33102,0.53899,1,12.33128,0.048051622
72422,72435,31.59318573,27.5458253,DEV,20.1914956,19.11709042,18.13937889,17.17745315,17.19851874,0,5.715593,8.383044,22.550898,55.49431,134.59184,132.00565,0,0,0.19920003,0.493977,800077,31.59313,27.54576,0.20892,1,10.32929,0.294800017
72865,72878,31.91321373,22.32021248,DEV,19.86515723,18.09350538,17.02517636,16.31754084,16.85279428,0,4.2489195,11.322364,57.88924,154.8565,297.15543,181.50237,0,0,0.040862132,-0.01690485,726194,31.91321,22.3202,0.43373,2,12.01472,0.046598242
73384,73397,32.40914045,-1.680242416,DEV,19.82939572,18.59994221,17.91298601,17.95123831,18.43822909,0,3.9803898,11.701505,36.30974,68.36056,65.99403,42.141342,0,0,-0.20090142,-0.08230851,695896,32.40916,-1.68024,0.28498,1,10.8526,0.070883975
73838,73852,32.62188531,-3.719984516,DEV,20.04204059,18.19763245,17.23260299,16.57631415,17.09840252,0,4.8034606,9.620193,52.59531,127.925995,234.13931,144.7568,0,0,-0.050378617,0.029489031,685655,32.62188,-3.71999,0.44173,1,11.99604,0.027439865
73890,73904,32.71487067,0.774509339,DEV,19.86487734,18.82204213,17.90452815,17.12907369,17.72522281,0,7.5736237,11.325283,29.592602,68.895164,140.72476,81.26637,0,0,0.22338216,1.23E-05,619805,32.71488,0.7745,0.64809,1,11.60755,0.04751194
73908,73922,32.57398253,1.800275926,DEV,19.96305804,18.74089743,17.85871453,17.64114207,18.32247345,0,4.857946,10.346103,31.88901,71.86446,87.80984,46.882484,0,0,-0.1600197,0.0261448,658251,32.57399,1.80026,0.57614,1,11.77901,0.063325043
74000,74014,32.75058067,29.09189051,DEV,20.05684922,18.94985557,18.20630109,17.78908254,18.04041499,0,1.7921113,9.489871,26.30618,52.177055,76.62438,60.79026,0,0,0.023022067,-0.3553849,792636,32.7506,29.09187,0.30926,1,10.89585,0.095651671
74130,74144,32.89526348,30.30056253,DEV,20.16024311,18.26028793,17.15790888,16.33926088,16.85846248,0,3.3365643,8.627853,49.646065,137.03656,291.26993,180.55728,0,0,-0.051417053,0.17374867,793173,32.89528,30.30057,0.47599,2,12.12559,0.057966038
75152,75166,33.51294019,29.74915921,DEV,20.15479294,18.70609852,17.81117177,17.30213966,17.8122173,0,6.0127144,8.671272,32.92764,75.081215,119.989746,75.00895,0,0,-0.029465584,-0.007581775,793005,33.51295,29.74909,0.46997,1,11.67376,0.251035066
76673,76687,35.02952245,-8.256306985,DEV,20.10389719,18.89656543,17.99901819,16.99103917,17.55470308,0,2.0604272,9.087431,27.62955,63.152817,159.80278,95.08648,0,0,0.03624774,-0.02870034,684214,35.02954,-8.25631,0.5967,1,11.71782,0.063474559
78513,78528,36.94599573,3.585277215,DEV,19.71727816,18.52257703,17.73372931,17.43088593,17.59675937,0,2.4155014,12.974443,38.991432,80.63216,106.57262,91.4737,0,0,-0.4972078,0.27437586,681582,36.94594,3.58503,0.22081,2,11.24602,0.912221934
78525,78541,36.89891033,4.6549221,DEV,19.81793095,18.68695028,17.78269654,17.32823759,17.99383228,0,4.8517995,11.825721,33.513508,77.07639,117.13993,63.45518,0,0,0.10780152,-0.27914712,664956,36.89891,4.65499,0.50453,1,11.17292,0.244443686
78700,78716,37.21368525,3.343860492,DEV,20.15167318,18.96870819,18.18098101,18.03276342,18.36253267,0,2.8956983,8.696224,25.853344,53.408157,61.220184,45.184235,0,0,-0.33571026,-0.31521797,681493,37.21364,3.34367,0.28374,1,11.10622,0.704789881
